,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Total_income,Age,Years_employed
1423,0,1,1,0,1,0,1,0,2,206100.0,55.56856061383875,0.0
1424,0,0,1,0,1,1,0,1,3,180000.0,39.90225671985051,2.639342354736921
1425,1,1,1,0,1,0,0,0,2,157500.0,45.03583235795397,7.726373573721569
1426,1,0,1,1,1,0,0,0,2,225000.0,28.925987528833584,2.22044258266768
1427,0,1,1,0,0,1,0,2,4,135000.0,33.96647432869943,0.7255453568519545
1428,0,0,1,0,0,0,1,0,2,220500.0,59.14426716496574,0.0
1429,1,0,1,0,1,0,0,0,2,148500.0,23.78967398372314,3.389528874651772
1430,1,1,1,1,0,0,0,0,2,405000.0,44.67990444704545,2.973367009589519
1431,0,0,0,0,0,1,0,1,2,225000.0,44.25552886096224,18.97369555843036
1432,0,0,1,0,0,1,0,1,3,180000.0,25.161365394224383,2.554467237520277
1433,0,0,0,0,0,0,0,0,1,112500.0,39.28348973627111,4.388864932202577
1434,1,1,1,0,0,1,0,0,1,265500.0,27.770590771884432,1.0595700117045523
1435,0,0,1,0,0,1,0,1,3,157500.0,38.705791357796535,9.72504568882318
1436,1,1,1,0,1,0,0,0,2,135000.0,29.125854740343744,1.3059816423335182
1437,0,1,1,0,0,0,0,0,2,225000.0,54.00247780584132,34.4729871249923
1438,0,1,1,0,0,0,0,0,2,180000.0,55.209894795923255,17.97435950087955
1439,0,0,1,0,0,0,0,0,2,171000.0,42.79074861222338,0.9746948944879088
1440,0,0,1,0,0,1,1,0,2,121500.0,63.71109605262257,0.0
1441,1,0,1,0,0,0,0,0,2,99000.0,29.4215486970985,1.5551311799694725
1442,1,1,0,0,1,0,0,1,2,292500.0,34.749515732698136,2.891229799379864
1443,0,1,1,0,0,1,0,0,2,315000.0,42.85645838039111,15.058488538436793
1444,0,0,1,0,0,0,1,0,2,112500.0,60.40370438818046,0.0
1445,1,0,0,0,0,0,0,0,2,540000.0,54.7471885117422,1.891893741829059
1446,0,0,1,0,0,0,0,0,2,135000.0,59.303065771371074,5.13631354511044
1447,0,1,1,0,0,0,0,2,4,225000.0,31.099885692382458,4.725627494062164
1448,0,0,1,0,0,0,0,2,4,148500.0,36.553796450303565,0.8076825670616098
1449,1,0,0,0,0,0,0,2,4,283500.0,39.8557123007317,6.891311936590074
1450,1,1,1,0,1,0,0,0,1,225000.0,29.24358474164425,5.8919758790392684
1451,1,0,1,1,1,0,0,1,3,135000.0,25.744539586712936,5.473076106970026
1452,1,0,1,0,0,0,0,1,2,180000.0,39.40669555158559,5.306063779543727
1453,0,1,1,0,0,0,0,0,2,135000.0,38.93577554638357,4.221852604776279
1454,0,0,1,0,0,0,0,2,4,157500.0,30.095073820817674,0.555795122418667
1455,0,0,0,0,0,1,1,0,1,112500.0,64.54615768975407,0.0
1456,0,0,1,0,0,0,0,1,3,118350.0,27.29145704566144,2.135567465451036
1457,1,0,0,0,0,0,0,0,2,135000.0,29.99924707557308,4.473740049419221
1458,1,1,1,0,0,0,0,0,2,270000.0,28.72612031732342,7.726373573721569
1459,0,0,1,0,1,1,0,0,2,450000.0,46.32538655824555,25.136724231161487
1460,0,0,1,0,0,0,0,0,2,405000.0,32.73715408256159,5.974113089248924
1461,0,0,1,0,0,0,0,0,2,157500.0,48.09681239176711,10.724381746373984
1462,1,1,1,0,0,0,1,0,2,180000.0,64.52699234070515,0.0
1463,0,1,1,0,1,0,1,0,2,427500.0,56.069597596117646,0.0
1464,1,0,1,0,0,0,0,0,2,225000.0,41.11514952394642,15.307638076072744
1465,0,0,1,0,1,0,1,0,2,225000.0,59.60971135615379,0.0
1466,1,0,1,0,0,1,0,0,2,157500.0,26.23462494096388,8.221934741986487
1467,0,1,1,0,0,1,0,0,2,360000.0,29.77200079399303,1.3881188525431734
1468,0,1,1,0,0,0,0,1,2,180000.0,50.237855671232126,19.7266199853522
1469,1,1,0,0,1,0,0,1,3,270000.0,29.615940094594688,0.555795122418667
1470,0,0,1,0,0,0,0,0,1,112500.0,37.44087832056784,1.1362314079002307
1471,0,0,1,0,0,0,0,0,1,247500.0,54.63493432445567,16.975023443328748
1472,0,0,1,0,0,1,0,0,2,135000.0,36.35119133178642,4.388864932202577
1473,0,0,1,0,0,1,0,0,2,139500.0,25.90333819311827,1.2211065251168745
1474,1,1,1,0,0,1,0,0,2,225000.0,41.06860510482761,3.058242126806163
1475,1,0,1,0,0,0,0,0,2,360000.0,34.17729316823754,11.058406401226582
1476,1,0,1,0,0,0,0,1,2,63000.0,39.554542529962966,2.058906069255358
1477,1,1,1,0,0,0,0,0,2,225000.0,23.203761884227603,1.2211065251168745
1478,1,1,1,0,0,1,0,0,1,157500.0,24.14012608061768,2.973367009589519
1479,0,1,0,0,0,0,0,1,3,337500.0,28.863015667672848,7.137723567219039
1480,0,0,1,0,0,1,0,0,2,67500.0,42.185671163678926,4.725627494062164
1481,1,0,1,0,1,0,0,2,4,450000.0,61.82741603181448,3.808428646721014
1482,0,0,1,0,0,0,1,0,2,135000.0,55.031930840469,0.0
1483,0,0,0,0,1,0,0,0,2,135000.0,32.63311361629602,4.892639821488463
1484,0,0,1,0,0,0,0,0,2,108000.0,22.207163733683785,3.726291436511359
1485,0,0,1,0,0,0,0,0,2,135000.0,43.35749536267001,8.306809859203131
1486,0,0,1,0,0,0,0,0,2,270000.0,62.016331615296686,9.89205801624948
1487,0,0,1,0,0,0,0,2,4,112500.0,34.39632572879662,2.8063546821632204
1488,1,1,1,0,0,0,0,0,2,225000.0,53.66571524398174,15.474650403499044
1489,0,0,0,0,0,0,0,2,4,112500.0,43.16584187218081,2.973367009589519
1490,0,0,1,0,0,0,1,0,2,85500.0,61.46053649287802,0.0
1491,0,1,1,0,0,0,0,1,3,135000.0,33.04927548135827,1.974030952038714
1492,0,0,1,0,0,0,0,0,2,450000.0,47.984558204480585,9.13639568232065
1493,1,1,0,0,1,1,0,0,2,135000.0,47.69981587575378,5.555213317179682
1494,0,0,1,0,0,0,0,0,2,180000.0,50.63211428023847,1.0595700117045523
1495,1,0,1,0,0,0,0,0,2,171000.0,52.94564570114376,4.64075237684552
1496,1,0,1,0,0,0,0,0,2,202500.0,40.915282312436254,5.640088434396326
1497,0,0,1,1,1,0,0,0,2,180000.0,43.69973373854357,17.807347173453252
1498,1,1,1,0,0,0,0,1,3,135000.0,33.375086415189905,1.891893741829059
1499,0,1,1,0,0,0,0,1,3,135000.0,35.88848504760536,3.556541202078072
1500,1,1,1,0,0,0,0,1,3,157500.0,37.96655646590963,8.47382218662943
1501,1,0,1,0,0,0,0,0,2,270000.0,33.522933393567286,8.060398228574167
1502,1,0,1,0,0,0,0,1,3,202500.0,45.93386585624619,8.974859168908328
1503,0,0,1,0,0,0,0,3,5,135000.0,41.29585138640766,4.555877259628876
1504,0,1,1,0,0,0,0,0,2,234000.0,51.458962196349,6.80643681937343
1505,1,0,0,0,0,1,0,3,5,126000.0,33.05201338836526,3.893303763937658
1506,0,1,1,0,0,0,1,2,3,112500.0,59.680896938335486,0.0
1507,1,0,0,0,0,0,0,0,1,121500.0,27.82261100501721,3.893303763937658
1508,0,0,0,0,0,0,1,0,1,270000.0,59.85338507977576,0.0
1509,1,1,1,1,0,0,0,0,1,270000.0,52.46924988192776,10.47249430173104
1510,0,0,0,0,0,0,0,0,2,67500.0,27.2777675106265,5.13631354511044
1511,1,0,1,0,0,0,0,0,2,126000.0,53.17836779673778,2.891229799379864
1512,0,1,1,0,0,0,0,0,2,112500.0,47.09747633421631,4.892639821488463
1513,0,0,1,0,0,0,0,0,1,225000.0,47.74362238786559,0.388782794992368
1514,0,1,1,0,0,1,0,0,2,90000.0,25.818463075901622,1.974030952038714
1515,1,0,1,0,0,0,0,0,2,189000.0,41.37251278260334,16.060562502994586
1516,0,0,1,0,0,0,0,0,2,90000.0,47.6943400617398,0.6406702396353108
1517,0,0,1,0,0,0,1,0,2,103500.0,57.09357481673135,0.0
1518,1,0,1,0,0,0,0,0,1,103500.0,54.295433855589096,2.135567465451036
1519,0,0,1,0,0,0,1,0,2,135000.0,61.008781836724914,0.0
1520,0,1,1,0,0,0,1,0,1,135000.0,59.80684066065696,0.0
1521,0,1,1,0,1,0,0,3,5,180000.0,31.11083732041041,1.974030952038714
1522,0,0,1,1,1,1,0,0,1,193500.0,52.19272127422192,6.058988206465568
1523,0,0,1,0,1,0,0,2,4,112500.0,27.85546588910108,2.4723300273106226
1524,0,0,0,0,0,0,0,2,3,81000.0,42.089844418434325,6.387537047304188
1525,0,0,1,0,0,0,1,0,1,103500.0,64.89387187964161,0.0
1526,1,1,1,0,0,0,0,0,2,270000.0,33.57221571969308,0.9746948944879088
1527,1,1,0,0,0,0,0,1,3,252000.0,46.6703628411261,14.63958876636755
1528,0,0,1,0,0,0,0,0,2,112500.0,37.96929437291662,1.1362314079002307
1529,0,0,1,1,1,0,0,0,1,81000.0,50.84567102678358,1.0595700117045523
1530,0,0,1,0,1,0,0,0,2,292500.0,46.23777353402192,9.640170571606536
1531,0,0,1,0,1,0,0,1,3,135000.0,42.61552256377612,23.97585166019836
1532,0,0,1,0,1,0,0,2,4,67500.0,33.33675571709207,14.554713649150909
1533,1,0,1,0,0,0,0,0,1,157500.0,24.041561428366084,1.640006297186116
1534,0,0,1,0,0,0,0,0,1,157500.0,53.41930361335277,2.387454910093979
1535,0,0,1,0,0,0,1,0,2,90000.0,63.58789023730809,0.0
1536,1,1,1,0,0,0,0,2,4,675000.0,36.68247807963203,8.221934741986487
1537,0,0,1,0,0,1,0,1,3,67500.0,26.61245610792829,1.3881188525431734
1538,0,0,1,0,0,0,1,0,2,112500.0,58.50085901832344,0.0
1539,0,0,1,0,0,0,0,0,2,202500.0,54.93062828121042,5.221188662327084
1540,0,0,1,0,0,0,0,0,2,135000.0,54.54732130023204,2.639342354736921
1541,0,0,1,0,0,0,0,1,2,135000.0,27.79796984195432,1.640006297186116
1542,0,0,1,0,1,0,1,0,1,135000.0,60.28049857286597,0.0
1543,1,1,1,0,0,1,0,0,2,202500.0,46.94962935583893,2.3053176998843234
1544,0,0,1,0,0,1,0,0,2,153000.0,25.6350233064334,2.891229799379864
1545,0,0,1,0,0,0,1,0,2,135000.0,61.73432719357687,0.0
1546,1,1,1,0,0,1,0,2,4,135000.0,31.661156628815103,8.060398228574167
1547,1,1,0,0,0,1,0,1,3,315000.0,36.22250970245796,9.974195226459132
1548,0,0,1,0,0,0,1,0,2,99000.0,58.290040178785326,0.0
1549,0,1,1,0,0,0,0,2,4,225000.0,40.332108119947705,12.64091665126594
1550,0,0,1,0,0,0,0,0,2,123750.0,45.68471631861024,1.640006297186116
1551,0,0,1,0,0,0,0,1,2,337500.0,28.553632175883145,4.64075237684552
1552,0,0,1,0,0,1,0,0,2,180000.0,38.24856088762945,6.058988206465568
1553,0,1,1,1,0,0,0,0,2,360000.0,34.41549107784554,8.47382218662943
1554,0,0,1,0,0,0,0,0,1,162000.0,55.09764060863672,6.60383170085628
1555,0,0,1,0,0,0,0,0,1,207000.0,55.17156409782542,1.4374011786689664
1556,0,0,0,0,1,0,1,0,2,157500.0,62.83496581038625,0.0
1557,1,1,0,0,1,0,0,0,2,225000.0,40.61411254166752,10.43963941764718
1558,0,0,0,1,1,0,0,0,2,90000.0,48.80319239957015,23.02579792877335
1559,0,0,1,0,0,0,0,1,3,67500.0,49.13721705442275,0.522940238334805
1560,1,1,1,0,0,0,1,0,2,157500.0,63.4646844219936,0.0
1561,1,0,0,1,0,0,0,0,2,202500.0,34.349781309677816,9.607315687522672
1562,0,1,0,0,0,0,0,0,2,247500.0,40.75922161303792,5.941258205165061
1563,0,0,0,1,1,0,0,0,2,157500.0,50.91959451597226,11.104950820345389
1564,0,0,0,1,0,0,0,0,2,180000.0,34.117059214083795,4.941922147614256
1565,0,0,1,0,0,0,0,3,5,157500.0,31.9705401206048,9.188415915453431
1566,0,0,1,1,0,0,0,3,5,292500.0,32.958924550127655,10.773664072499775
1567,0,1,1,0,0,0,0,0,2,360000.0,55.886157826649416,14.858621326926633
1568,0,0,1,0,0,0,1,0,2,117000.0,56.86085272113733,0.0
1569,0,0,0,0,1,0,0,1,3,202500.0,53.89296152556178,32.942497108085725
1570,0,1,1,0,1,0,0,0,2,225000.0,36.04728365401069,8.189079857902627
1571,0,0,1,0,0,0,1,0,2,112500.0,57.96970505896767,0.0
1572,0,0,1,0,0,0,0,0,2,315000.0,51.96821289964886,8.104204740685983
1573,1,0,0,0,0,0,0,0,1,202500.0,48.30215541729125,9.103540798236788
1574,1,1,1,0,0,0,0,0,2,130500.0,53.80808640834514,31.025962203193767
1575,1,1,0,0,0,0,0,0,2,202500.0,41.69284790242099,12.189161995112835
1576,0,0,1,0,0,0,1,0,2,193500.0,56.31053341273264,0.0
1577,1,1,1,0,0,0,0,0,2,157500.0,46.84558888957336,2.3546000260101163
1578,1,1,1,0,1,0,0,0,2,157500.0,47.97086866944564,1.267650944235679
1579,1,1,1,0,0,0,0,0,2,202500.0,27.075162392109352,6.2670691389966935
1580,0,0,1,0,1,1,0,2,4,135000.0,36.54010691526862,1.601675599088277
1581,0,0,1,0,0,0,0,1,3,108000.0,43.73258862262743,12.6025859531681
1582,0,0,1,0,1,0,1,0,2,135000.0,51.81215220025052,0.0
1583,0,0,0,0,0,0,1,0,2,157500.0,61.58648021519949,0.0
1584,1,1,1,0,1,0,0,0,2,193500.0,48.26108681218642,13.185760145656651
1585,0,1,1,1,0,0,0,0,2,252000.0,35.726948534193035,17.51986693771946
1586,0,0,0,1,1,0,0,0,2,112500.0,36.25262667953483,6.023395415374717
1587,0,0,1,0,0,0,0,0,2,202500.0,32.79738803671533,8.101466833678995
1588,0,0,1,0,0,0,0,1,3,135000.0,42.5251716325455,22.60416024969712
1589,1,1,1,0,0,0,0,0,2,225000.0,52.82243988582928,8.186341950895638
1590,0,0,1,0,0,0,0,0,2,94500.0,49.64099194370864,1.689288623311909
1591,0,0,0,0,0,0,1,0,2,225000.0,59.74386879949623,0.0
1592,0,0,1,1,1,0,0,1,3,103500.0,34.48667666002724,3.0226493357153124
1593,1,1,1,0,0,0,0,0,2,90000.0,51.73549080405484,4.547663538607911
1594,0,0,1,0,1,0,1,0,2,180000.0,60.54881345955084,0.0
1595,0,0,1,1,1,0,0,0,2,126000.0,59.68637275234946,6.965235425778763
1596,0,1,1,0,0,0,1,0,2,108000.0,58.48443157628151,0.0
1597,0,1,1,0,1,0,1,0,2,144000.0,58.60763739159599,0.0
1598,1,0,1,0,1,0,0,0,2,180000.0,53.13729919163296,12.465690602818675
1599,0,0,1,0,0,0,1,0,1,81000.0,63.3469544206931,0.0
1600,0,0,0,0,1,0,1,0,2,247500.0,57.32903481933237,0.0
1601,0,0,1,0,1,0,0,2,4,90000.0,28.90408427277768,0.2984318637617473
1602,0,0,1,0,0,0,1,0,2,135000.0,58.57478250751213,0.0
1603,1,1,1,0,0,0,0,0,2,135000.0,41.76950929861667,0.2984318637617473
1604,1,0,1,1,0,0,0,0,2,157500.0,38.39366995899984,11.718241989910812
1605,1,1,1,0,0,0,0,2,4,225000.0,36.84127668603736,2.7160037509325994
1606,0,0,0,0,0,0,0,0,1,112500.0,28.605652409015928,1.4647802487388517
1607,1,1,1,1,1,0,0,0,2,116653.5,25.380397954783465,4.547663538607911
1608,1,0,1,0,0,0,0,0,2,112500.0,48.05026797264831,7.633284735483959
1609,0,0,0,0,0,0,0,0,2,220500.0,41.42453301573612,0.4654441911880463
1610,0,0,1,0,1,0,1,0,1,202500.0,64.62008117894275,0.0
1611,0,0,0,0,0,0,1,0,2,265500.0,56.95667946638192,0.0
1612,0,1,1,0,0,0,0,1,3,247500.0,38.45664182016058,0.9664811734669432
1613,1,1,1,0,0,0,0,2,4,157500.0,42.64290163384601,0.3805690739714025
1614,1,1,1,0,1,0,0,2,4,180000.0,45.78054306385484,5.3799872687324175
1615,0,0,1,0,0,0,0,0,2,157500.0,42.404703724238,6.716085888142809
1616,0,0,0,0,0,0,0,0,2,225000.0,41.96937651012684,23.2995886294722
1617,0,0,1,0,0,0,0,0,2,135000.0,42.289711629944485,0.6324565186143453
1618,0,0,1,0,0,0,1,0,2,90000.0,60.42013183022239,0.0
1619,0,0,1,0,1,0,1,0,2,40500.0,49.84907287623976,0.0
1620,0,0,1,0,0,0,1,0,2,202500.0,64.82816211147389,0.0
1621,1,0,1,0,1,0,1,0,2,112500.0,61.82467812480749,0.0
1622,0,1,1,1,0,0,0,0,2,81000.0,36.11846923619239,5.716749830592004
1623,0,0,0,0,0,0,0,0,1,225000.0,32.78369850168039,3.8002149257000486
1624,0,0,1,1,0,0,0,0,2,81000.0,52.74304058262661,0.2984318637617473
1625,0,0,1,0,0,0,1,0,2,270000.0,55.059309910538886,0.0
1626,1,1,1,0,0,0,0,0,2,270000.0,29.95817847046825,1.128017686879265
1627,0,1,1,0,0,1,0,0,1,270000.0,39.42312299362752,3.466190270847451
1628,1,1,1,0,1,0,0,2,4,360000.0,36.865917849100256,2.297103978863358
1629,0,0,1,0,1,0,0,2,4,157500.0,37.32588622627432,4.632538655824555
1630,0,0,1,0,1,0,0,0,2,270000.0,47.47804540818771,0.2984318637617473
1631,0,0,1,0,0,0,1,0,2,45000.0,56.79240504596261,0.0
1632,0,0,1,0,0,0,1,0,2,180000.0,57.06893365366845,0.0
1633,0,1,0,0,0,0,0,0,2,270000.0,34.481200846013266,8.632620793034764
1634,1,1,1,0,0,0,0,1,3,252000.0,49.97227869155424,0.717331635830989
1635,1,1,1,1,0,0,0,0,2,135000.0,27.86641751712903,2.1273537444300703
1636,0,0,0,0,0,0,1,0,2,112500.0,52.3624715086552,0.0
1637,1,0,0,0,1,0,0,0,1,135000.0,31.7569833740597,1.9658172310177484
1638,0,0,0,0,0,0,0,0,2,90000.0,47.12759331129318,3.129427708987864
1639,0,0,1,0,0,1,0,1,3,315000.0,30.680985920313216,6.883098215569108
1640,1,1,1,1,1,1,0,2,4,126000.0,28.99991101802227,1.128017686879265
1641,0,0,1,0,0,0,0,0,1,135000.0,44.54300909669603,3.718077715490393
1642,0,1,1,0,1,0,0,0,2,225000.0,47.64505773561401,8.632620793034764
1643,0,1,1,0,0,1,0,1,3,112500.0,28.887656830735743,8.213721020965522
1644,0,0,1,0,0,0,1,0,1,67500.0,55.773903639362885,0.0
1645,1,1,1,1,1,0,0,0,2,67500.0,44.72918677317125,7.466272408057661
1646,0,0,1,0,0,0,0,0,1,180000.0,40.4772171913181,5.212974941306118
1647,0,1,0,0,0,1,0,0,2,247500.0,57.36462761042321,10.546417790919731
1648,0,0,1,0,0,1,0,0,2,67500.0,33.62423595282586,4.128763766538669
1649,0,0,1,0,1,0,1,0,2,292500.0,62.20524719877889,0.0
1650,0,0,0,0,0,0,0,0,2,112500.0,49.44933845321943,2.379241189073013
1651,1,1,1,1,1,0,0,0,2,153000.0,51.63966405881024,4.052102370342992
1652,0,0,1,0,0,0,0,0,2,135000.0,52.71292360554973,23.12983839503892
1653,1,0,0,0,0,0,0,1,3,225000.0,51.95452336461392,1.8836800208080933
1654,1,1,1,0,1,0,1,0,2,112500.0,59.4646022847834,0.0
1655,0,0,0,0,0,1,0,1,3,81000.0,28.441377988596617,1.7988049035914495
1656,0,0,1,0,0,0,0,0,2,112500.0,34.998665270334094,3.299177943421152
1657,0,0,1,1,1,0,0,0,1,202500.0,54.78278130283305,0.7994688460406442
1658,0,1,1,0,0,0,0,1,3,133650.0,39.96249067400426,5.3799872687324175
1659,1,1,1,0,0,0,0,1,3,135000.0,55.606891311936586,14.716250162563227
1660,0,0,1,0,0,0,1,0,1,103500.0,65.02802932298404,0.0
1661,0,1,1,0,0,0,0,0,1,202500.0,36.56201017132453,7.466272408057661
1662,0,0,1,0,1,0,0,0,2,270000.0,46.94689144883194,10.464280580710076
1663,0,0,1,0,0,0,0,3,5,337500.0,30.74669568848094,0.5475814013977015
1664,1,1,1,0,0,1,0,0,2,202500.0,43.73258862262743,5.546999596158717
1665,0,0,1,1,1,0,0,0,2,180000.0,41.61892441323231,5.051438427893797
1666,0,0,1,0,0,0,0,0,2,157500.0,50.97982847012601,5.212974941306118
1667,1,0,0,0,1,0,1,0,2,112500.0,62.91984092760289,0.0
1668,0,0,1,0,0,0,1,1,3,139500.0,59.50840879689521,0.0
1669,1,1,1,0,0,0,0,0,2,270000.0,30.79597801460673,6.546335653709521
1670,0,1,1,0,0,0,0,0,1,180000.0,41.50940813295277,19.548656029897945
1671,0,0,1,0,0,0,0,0,2,135000.0,43.595693272278005,2.631128633715956
1672,0,0,1,0,0,0,0,0,1,225000.0,62.002642080261744,14.464362717920286
1673,0,0,1,0,1,1,0,1,3,180000.0,22.01551024319459,3.885090042916693
1674,0,0,1,0,1,0,1,0,2,135000.0,55.47273386859416,0.0
1675,0,0,1,0,0,0,0,0,1,90000.0,48.830571469640034,3.466190270847451
1676,0,0,1,0,1,1,0,0,2,270000.0,48.4089337905638,15.46643668247808
1677,0,0,1,0,0,0,0,0,2,135000.0,39.91047044087148,6.212310998856924
1678,0,0,1,0,0,0,0,0,2,270000.0,33.65161502289575,2.8830160783588985
1679,0,0,0,0,0,0,0,0,1,135000.0,43.37392280471194,3.885090042916693
1680,1,0,1,1,0,0,0,2,4,112500.0,38.34712553988104,2.379241189073013
1681,0,0,1,0,0,0,0,1,3,180000.0,24.172980964701534,1.4647802487388517
1682,0,1,0,0,0,0,0,1,3,225000.0,34.95485875822228,12.632702930244974
1683,0,0,1,1,1,0,0,0,1,630000.0,60.23669206075416,4.213638883755313
1684,1,1,0,0,0,0,0,0,1,180000.0,33.7583933961683,14.965399700199182
1685,0,0,0,0,0,0,0,0,2,67500.0,50.38022683559553,5.883762158018302
1686,1,1,1,0,0,0,0,1,3,112500.0,36.0445457470037,2.7981409611422547
1687,1,0,1,0,0,0,1,0,1,63000.0,56.64455806758524,0.0
1688,0,1,1,0,0,0,0,0,2,270000.0,54.64862385949061,15.548573892687736
1689,1,0,1,0,0,0,0,1,2,202500.0,49.51504822138716,3.299177943421152
1690,1,0,1,1,0,0,0,1,2,90000.0,34.56060014921593,1.7988049035914495
1691,1,0,1,0,0,0,0,1,3,225000.0,29.925323586384387,2.1273537444300703
1692,0,1,1,0,0,0,0,1,3,265500.0,30.111501262859605,6.883098215569108
1693,0,0,1,1,0,1,0,1,3,135000.0,26.771254714333622,7.967309390336557
1694,1,1,1,0,0,0,0,0,2,83250.0,51.19886103068509,20.632867204665395
1695,1,0,1,0,0,1,0,0,1,202500.0,22.168833035585944,2.050692348234392
1696,0,0,0,0,0,0,1,0,1,135000.0,63.02388139386846,0.0
1697,1,1,1,0,0,0,0,0,2,315000.0,59.07308158278404,2.7981409611422547
1698,1,0,1,0,0,0,0,1,3,135000.0,28.89313264474972,2.7981409611422547
1699,1,0,1,1,1,0,0,0,2,202500.0,49.37815287103773,5.546999596158717
1700,0,0,1,0,0,0,0,0,2,225000.0,54.56648664928096,9.051520565104006
1701,1,1,0,0,1,0,0,0,2,157500.0,58.506334832337416,33.54757455663018
1702,0,0,1,0,0,0,0,0,2,112500.0,58.08469715326119,2.212228861646714
1703,0,1,1,0,0,0,0,0,1,225000.0,49.9832303195822,6.546335653709521
1704,1,1,0,1,1,0,0,1,3,238500.0,31.16833336755717,5.3799872687324175
1705,1,1,1,1,0,0,0,2,4,108000.0,34.30323689055901,2.51339863241545
1706,0,0,1,0,0,0,0,0,2,157500.0,53.06611360945126,9.177464287425478
1707,1,0,0,0,0,0,0,2,4,157500.0,35.75158969725593,2.4668542132966453
1708,1,1,1,1,0,0,0,0,2,270000.0,42.0241346502666,16.553385764252518
1709,0,0,0,0,0,0,0,0,2,202500.0,56.66098550962717,2.800878868149243
1710,0,0,0,1,0,0,0,0,1,157500.0,38.78792856800619,4.969301217684142
1711,0,0,0,0,1,0,0,0,1,315000.0,26.68364169011,3.471666084861428
1712,1,1,0,0,1,0,0,0,2,202500.0,29.44892776716839,5.968637275234946
1713,1,1,0,1,1,0,0,0,2,225000.0,35.658500859018325,5.798887040801659
1714,0,1,0,1,1,0,0,0,2,144000.0,53.11813384258404,13.883926432438722
1715,0,0,0,1,1,0,0,1,2,270000.0,28.126518682792938,9.555295454389892
1716,1,1,0,1,0,0,0,0,2,180000.0,45.38628445484849,2.9706291025825307
1717,0,0,1,0,0,0,0,0,1,247500.0,54.84027734997981,7.137723567219039
1718,1,1,1,0,0,0,0,0,1,324000.0,28.482446593701443,1.8809421138011049
1719,1,1,1,1,1,0,0,1,3,225000.0,41.7147511584769,0.5530572154116785
1720,0,0,1,0,0,1,0,0,1,135000.0,27.26407797559156,3.0500284057851976
1721,1,1,0,0,1,0,0,2,4,315000.0,42.37184884015414,7.882434273119913
1722,0,1,0,0,1,0,0,1,3,135000.0,35.68314202208122,10.636768722150352
1723,1,1,0,0,1,0,0,2,4,270000.0,32.09648384292628,8.219196834979499
1724,0,0,0,0,0,0,0,0,2,135000.0,41.15895603605824,7.471748222071637
1725,1,0,0,0,0,0,0,3,5,225000.0,33.71732479106347,10.135731739871456
1726,0,1,0,0,0,0,0,0,2,112500.0,29.64605707167156,1.7988049035914495
1727,0,0,1,0,0,0,0,0,2,189000.0,42.29518744395847,5.133575638103451
1728,0,0,0,1,1,0,0,0,2,112500.0,52.411753834781,15.053012724422814
1729,1,1,0,1,1,1,0,0,2,126000.0,49.09341054231093,14.886000396996517
1730,0,1,0,1,1,0,0,2,4,103500.0,42.41839325927295,2.387454910093979
1731,0,0,0,0,1,0,0,0,2,112500.0,36.65236110255516,11.885254317337113
1732,1,1,1,0,0,0,0,1,3,202500.0,37.99119762897253,19.137969978849668
1733,0,0,1,0,0,0,0,0,2,225000.0,46.68405237616104,1.6372683901791276
1734,0,0,1,1,1,0,0,0,2,157500.0,33.31211455402917,2.135567465451036
1735,0,1,1,0,0,0,0,0,2,252000.0,41.16169394306522,1.2156307111028974
1736,1,0,0,0,0,0,0,0,1,180000.0,37.58872529894522,3.13764143000883
1737,1,0,0,0,0,0,0,0,2,247500.0,32.79191222270136,7.389611011861982
1738,1,0,0,0,0,0,0,0,2,270000.0,31.507833836423742,11.389693149072192
1739,1,1,0,1,1,0,0,0,2,180000.0,57.64389412513604,12.21927897218971
1740,0,0,0,1,1,1,0,2,4,90000.0,25.153151673203418,3.471666084861428
1741,0,0,0,0,1,0,0,0,1,153000.0,32.548238499079375,3.885090042916693
1742,0,0,0,0,1,0,0,0,2,225000.0,36.9726962223728,5.968637275234946
1743,1,0,0,1,1,0,0,0,1,157500.0,41.45191208580601,0.6379323326283223
1744,0,0,0,1,0,0,0,1,3,189000.0,39.11647740884481,6.217786812870901
1745,0,1,0,1,0,0,0,0,2,270000.0,33.66804246493768,1.051356290683587
1746,1,1,0,0,0,0,0,1,3,202500.0,33.18069501769372,5.555213317179682
1747,0,0,0,1,1,0,0,0,2,112500.0,29.158709624427605,10.135731739871456
1748,1,1,0,1,1,0,0,0,2,405000.0,37.32041041226034,2.7214795649465766
1749,1,0,0,1,1,0,0,0,2,225000.0,47.26175075463562,7.556623339288281
1750,0,0,1,1,0,0,0,3,5,126000.0,39.8803534637946,4.052102370342992
1751,1,1,0,0,0,0,0,1,3,202500.0,27.25860216157758,1.2156307111028974
1752,0,0,1,1,1,0,0,1,2,112500.0,47.17687563741897,0.2162946535520921
1753,0,1,1,0,0,0,0,1,3,112500.0,43.891387229032766,3.386790967644784
1754,1,0,1,0,0,0,0,0,2,202500.0,48.12692936884399,5.46760029295605
1755,1,1,1,0,1,0,0,0,2,270000.0,42.401965817231016,8.468346372615454
1756,1,1,1,0,0,0,0,1,3,351000.0,36.70985714970191,1.2156307111028974
1757,1,1,0,1,0,0,0,0,1,157500.0,27.05873495006742,2.135567465451036
